"indicator","geography_code","quintile","period","numerator","indicator_measure","lower_confidence_interval","upper_confidence_interval","definition","relative_inequality_gap","lower_confidence_interval_relative_ineq","upper_confidence_interval_relative_ineq","absolute_inequality_gap","lower_confidence_interval_absolute_ineq","upper_confidence_interval_absolute_ineq","population_attributable_risk"
"Psychiatric patient hospitalisations","S12000005","Total","2011/12 to 2013/14 financial years; 3-year aggregates",155.3,332,280,390.6,"Age-sex standardised rate per 100,000",60.8,32.9,88.7,403.6,218.1,589.1,40.5
"Psychiatric patient hospitalisations","S12000005","1 - most deprived","2012/13 to 2014/15 financial years; 3-year aggregates",46.7,491,355.5,659.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","2","2012/13 to 2014/15 financial years; 3-year aggregates",37.3,402.4,275.4,564.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","3","2012/13 to 2014/15 financial years; 3-year aggregates",30.3,304.4,203,437.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","4","2012/13 to 2014/15 financial years; 3-year aggregates",21,257.1,155.7,397.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","5 - least deprived","2012/13 to 2014/15 financial years; 3-year aggregates",18,191.2,108.2,309.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","Total","2012/13 to 2014/15 financial years; 3-year aggregates",153.3,324.8,273.9,382.3,"Age-sex standardised rate per 100,000",57.8,44.7,70.8,375.3,290.5,460.1,42
"Psychiatric patient hospitalisations","S12000005","1 - most deprived","2013/14 to 2015/16 financial years; 3-year aggregates",49.3,529,388.6,702.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","2","2013/14 to 2015/16 financial years; 3-year aggregates",36,381.4,256.4,541.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","3","2013/14 to 2015/16 financial years; 3-year aggregates",31.3,322.4,215.5,462,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","4","2013/14 to 2015/16 financial years; 3-year aggregates",23,252.7,157.7,382.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","5 - least deprived","2013/14 to 2015/16 financial years; 3-year aggregates",18,194.9,109,317.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","Total","2013/14 to 2015/16 financial years; 3-year aggregates",157.7,329.6,278.5,387,"Age-sex standardised rate per 100,000",60.8,37.5,84,400.5,247.3,553.7,42
"Psychiatric patient hospitalisations","S12000005","1 - most deprived","2014/15 to 2016/17 financial years; 3-year aggregates",55,590.4,442.6,771.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","2","2014/15 to 2016/17 financial years; 3-year aggregates",37.3,391.9,267.4,550.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","3","2014/15 to 2016/17 financial years; 3-year aggregates",31.7,329,221.4,469.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","4","2014/15 to 2016/17 financial years; 3-year aggregates",28,292,191.3,425.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","5 - least deprived","2014/15 to 2016/17 financial years; 3-year aggregates",16.3,177.4,94.4,297.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","Total","2014/15 to 2016/17 financial years; 3-year aggregates",168.3,348.2,296.1,406.5,"Age-sex standardised rate per 100,000",66.7,31.7,101.7,464.5,220.7,708.3,50
"Psychiatric patient hospitalisations","S12000005","1 - most deprived","2015/16 to 2017/18 financial years; 3-year aggregates",57,615.4,464.2,799.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","2","2015/16 to 2017/18 financial years; 3-year aggregates",40.3,410,287.3,565.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","3","2015/16 to 2017/18 financial years; 3-year aggregates",32,322,218.3,457,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","4","2015/16 to 2017/18 financial years; 3-year aggregates",25.3,263.4,167.4,392.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","5 - least deprived","2015/16 to 2017/18 financial years; 3-year aggregates",14.7,158.2,82.1,270.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","Total","2015/16 to 2017/18 financial years; 3-year aggregates",169.3,346.7,295.3,404.3,"Age-sex standardised rate per 100,000",76.4,43.1,109.7,529.8,298.9,760.7,55.1
"Psychiatric patient hospitalisations","S12000005","1 - most deprived","2016/17 to 2018/19 financial years; 3-year aggregates",52.7,561.7,418.8,737.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","2","2016/17 to 2018/19 financial years; 3-year aggregates",43,425.8,307.2,574.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","3","2016/17 to 2018/19 financial years; 3-year aggregates",32,317.8,215.5,451,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","4","2016/17 to 2018/19 financial years; 3-year aggregates",23,237.5,147.6,360.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","5 - least deprived","2016/17 to 2018/19 financial years; 3-year aggregates",13,132.8,69,229.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","Total","2016/17 to 2018/19 financial years; 3-year aggregates",163.7,332.7,282.9,388.5,"Age-sex standardised rate per 100,000",78.3,65.8,90.9,521.2,437.7,604.7,60.3
"Psychiatric patient hospitalisations","S12000005","1 - most deprived","2017/18 to 2019/20 financial years; 3-year aggregates",46,488.5,356.2,653.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","2","2017/18 to 2019/20 financial years; 3-year aggregates",43,417.7,301.4,563.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","3","2017/18 to 2019/20 financial years; 3-year aggregates",26,257.6,166.2,380.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","4","2017/18 to 2019/20 financial years; 3-year aggregates",19.7,200.7,119.8,314.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","5 - least deprived","2017/18 to 2019/20 financial years; 3-year aggregates",14.3,149.9,80.6,253,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000005","Total","2017/18 to 2019/20 financial years; 3-year aggregates",149,301.4,254.3,354.6,"Age-sex standardised rate per 100,000",73.8,45.5,102,444.6,274.2,615,50.5
"Psychiatric patient hospitalisations","S12000006","1 - most deprived","2002/03 to 2004/05 financial years; 3-year aggregates",183.3,660.4,565.6,766.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","2","2002/03 to 2004/05 financial years; 3-year aggregates",108,367.3,299.7,445.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","3","2002/03 to 2004/05 financial years; 3-year aggregates",84.7,291,230.9,361.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","4","2002/03 to 2004/05 financial years; 3-year aggregates",80.3,273.9,214.4,344,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","5 - least deprived","2002/03 to 2004/05 financial years; 3-year aggregates",74,262.1,203.8,331.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","Total","2002/03 to 2004/05 financial years; 3-year aggregates",530.3,371.1,339.4,404.8,"Age-sex standardised rate per 100,000",59.8,-10.3,129.9,443.8,-76.6,964.2,29.3
"Psychiatric patient hospitalisations","S12000006","1 - most deprived","2003/04 to 2005/06 financial years; 3-year aggregates",172.3,629.2,535.2,734.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","2","2003/04 to 2005/06 financial years; 3-year aggregates",114,380.9,312.6,459.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","3","2003/04 to 2005/06 financial years; 3-year aggregates",80,271.7,214.1,339.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","4","2003/04 to 2005/06 financial years; 3-year aggregates",77,265,206.7,334.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","5 - least deprived","2003/04 to 2005/06 financial years; 3-year aggregates",68,235.9,181.6,301,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","Total","2003/04 to 2005/06 financial years; 3-year aggregates",511.3,356.1,325.2,389.2,"Age-sex standardised rate per 100,000",63.1,0.8,125.4,449.7,5.8,893.5,33.8
"Psychiatric patient hospitalisations","S12000006","1 - most deprived","2004/05 to 2006/07 financial years; 3-year aggregates",162.3,596.2,505.2,698.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","2","2004/05 to 2006/07 financial years; 3-year aggregates",114.7,374.9,308.3,451.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","3","2004/05 to 2006/07 financial years; 3-year aggregates",77.7,264.4,207.5,331.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","4","2004/05 to 2006/07 financial years; 3-year aggregates",75,253.8,197.9,320.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","5 - least deprived","2004/05 to 2006/07 financial years; 3-year aggregates",61,210.2,158.7,272.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","Total","2004/05 to 2006/07 financial years; 3-year aggregates",490.7,337.9,308,369.8,"Age-sex standardised rate per 100,000",65.8,10.1,121.5,444.7,68.5,820.9,38.1
"Psychiatric patient hospitalisations","S12000006","1 - most deprived","2005/06 to 2007/08 financial years; 3-year aggregates",150.3,548.2,461.3,646.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","2","2005/06 to 2007/08 financial years; 3-year aggregates",111.7,366.7,300.6,442.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","3","2005/06 to 2007/08 financial years; 3-year aggregates",77,260.3,204,326.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","4","2005/06 to 2007/08 financial years; 3-year aggregates",78.3,264.6,207.4,332.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","5 - least deprived","2005/06 to 2007/08 financial years; 3-year aggregates",56,191.1,142,251,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","Total","2005/06 to 2007/08 financial years; 3-year aggregates",473.3,325.4,296,356.8,"Age-sex standardised rate per 100,000",62.6,16.8,108.4,407.3,109.5,705.1,41.5
"Psychiatric patient hospitalisations","S12000006","1 - most deprived","2006/07 to 2008/09 financial years; 3-year aggregates",142,504.3,422.9,596.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","2","2006/07 to 2008/09 financial years; 3-year aggregates",100.3,328,265.6,400.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","3","2006/07 to 2008/09 financial years; 3-year aggregates",80.3,272.2,214.4,340.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","4","2006/07 to 2008/09 financial years; 3-year aggregates",77.3,260.5,203.3,328.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","5 - least deprived","2006/07 to 2008/09 financial years; 3-year aggregates",52.7,183,134.6,242.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","Total","2006/07 to 2008/09 financial years; 3-year aggregates",452.7,308.9,280.4,339.4,"Age-sex standardised rate per 100,000",57.4,16.3,98.4,354.4,100.8,608.1,41
"Psychiatric patient hospitalisations","S12000006","1 - most deprived","2007/08 to 2009/10 financial years; 3-year aggregates",145.3,506.3,425.8,597.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","2","2007/08 to 2009/10 financial years; 3-year aggregates",100.3,328.9,266.3,401.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","3","2007/08 to 2009/10 financial years; 3-year aggregates",76.7,260.6,204.1,327.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","4","2007/08 to 2009/10 financial years; 3-year aggregates",78,265.1,207.4,333.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","5 - least deprived","2007/08 to 2009/10 financial years; 3-year aggregates",51,172.8,126.8,229.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","Total","2007/08 to 2009/10 financial years; 3-year aggregates",451.3,307.1,278.8,337.5,"Age-sex standardised rate per 100,000",59.5,15.4,103.6,365.2,94.4,636.1,43.8
"Psychiatric patient hospitalisations","S12000006","1 - most deprived","2008/09 to 2010/11 financial years; 3-year aggregates",156.3,535.8,454.2,627.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","2","2008/09 to 2010/11 financial years; 3-year aggregates",103,342.8,278.2,417.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","3","2008/09 to 2010/11 financial years; 3-year aggregates",80,274.9,216.5,343.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","4","2008/09 to 2010/11 financial years; 3-year aggregates",75.3,260.7,202.7,329.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","5 - least deprived","2008/09 to 2010/11 financial years; 3-year aggregates",54.7,187.4,139.5,246,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","Total","2008/09 to 2010/11 financial years; 3-year aggregates",469.3,320.2,291.2,351.2,"Age-sex standardised rate per 100,000",60.9,16.7,105.2,390.1,106.6,673.5,41.7
"Psychiatric patient hospitalisations","S12000006","1 - most deprived","2009/10 to 2011/12 financial years; 3-year aggregates",162,551.6,469.2,644.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","2","2009/10 to 2011/12 financial years; 3-year aggregates",102,340.2,275.9,414.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","3","2009/10 to 2011/12 financial years; 3-year aggregates",78.3,271.2,212.9,340.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","4","2009/10 to 2011/12 financial years; 3-year aggregates",74.7,262.8,204.2,332.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","5 - least deprived","2009/10 to 2011/12 financial years; 3-year aggregates",55,184.4,137.1,242.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","Total","2009/10 to 2011/12 financial years; 3-year aggregates",472,322.3,293.2,353.4,"Age-sex standardised rate per 100,000",63.2,13.5,112.9,407.4,86.9,727.8,42.9
"Psychiatric patient hospitalisations","S12000006","1 - most deprived","2010/11 to 2012/13 financial years; 3-year aggregates",152,515.3,435.9,604.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","2","2010/11 to 2012/13 financial years; 3-year aggregates",96.7,325.9,262.8,399.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","3","2010/11 to 2012/13 financial years; 3-year aggregates",78.3,266.3,209.1,334.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","4","2010/11 to 2012/13 financial years; 3-year aggregates",67.3,234.6,179.3,300.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000006","5 - least deprived","2010/11 to 2012/13 financial years; 3-year aggregates",55.7,187.1,139.4,245.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
